Gene,TCGA_Present,CGGA_Present,Is_Target
VOPP1,TRUE,TRUE,FALSE
APOOL,TRUE,TRUE,FALSE
DKK2,TRUE,TRUE,FALSE
CYP2U1,TRUE,TRUE,FALSE
RSPH10B,TRUE,TRUE,FALSE
FBXL18,TRUE,TRUE,FALSE
CNTNAP5,TRUE,TRUE,FALSE
PROM2,TRUE,TRUE,FALSE
AK9,TRUE,TRUE,FALSE
KLF10,TRUE,TRUE,FALSE
PTPRN2,TRUE,TRUE,FALSE
AZIN1,TRUE,TRUE,FALSE
ATP6V1C1,TRUE,TRUE,FALSE
OTUD6B,TRUE,TRUE,FALSE
CDK19,TRUE,TRUE,FALSE
GTF3C6,TRUE,TRUE,FALSE
TTC39B,TRUE,TRUE,FALSE
AGPAT5,TRUE,TRUE,FALSE
MMS19,TRUE,TRUE,FALSE
MARVELD1,TRUE,TRUE,FALSE
ZFYVE27,TRUE,TRUE,FALSE
TRMT44,TRUE,TRUE,FALSE
SLC25A28,TRUE,TRUE,FALSE
HSPA13,TRUE,TRUE,FALSE
SAMSN1,TRUE,TRUE,FALSE
USP25,TRUE,TRUE,FALSE
ZCCHC10,TRUE,TRUE,FALSE
MOV10,TRUE,TRUE,FALSE
RHOC,TRUE,TRUE,FALSE
PPM1J,TRUE,TRUE,FALSE
DBI,TRUE,TRUE,FALSE
SLC16A1,TRUE,TRUE,FALSE
HEATR3,TRUE,TRUE,FALSE
TRIM74,TRUE,TRUE,FALSE
OXA1L,TRUE,TRUE,FALSE
SLC7A7,TRUE,TRUE,FALSE
LARP1,TRUE,TRUE,FALSE
CNOT8,TRUE,TRUE,FALSE
GRIA1,TRUE,TRUE,FALSE
LRGUK,TRUE,TRUE,FALSE
SETD9,TRUE,TRUE,FALSE
MIER3,TRUE,TRUE,FALSE
NUP205,TRUE,TRUE,FALSE
ZKSCAN2,TRUE,TRUE,FALSE
PIK3AP1,TRUE,TRUE,FALSE
RBM45,TRUE,TRUE,FALSE
TTN,TRUE,TRUE,FALSE
VSIG4,TRUE,TRUE,FALSE
PDIA4,TRUE,TRUE,FALSE
KDM8,TRUE,TRUE,FALSE
PDZD9,TRUE,TRUE,FALSE
OTOA,TRUE,TRUE,FALSE
KCTD18,TRUE,TRUE,FALSE
FAM126B,TRUE,TRUE,FALSE
TMEM237,TRUE,TRUE,FALSE
FZD7,TRUE,TRUE,FALSE
SPAG17,TRUE,TRUE,FALSE
DEPTOR,TRUE,TRUE,FALSE
FMN2,TRUE,TRUE,FALSE
RNF20,TRUE,TRUE,FALSE
PPARGC1B,TRUE,TRUE,FALSE
ELMO1,TRUE,TRUE,FALSE
SLC26A2,TRUE,TRUE,FALSE
LSM11,TRUE,TRUE,FALSE
MED7,TRUE,TRUE,FALSE
RRAGA,TRUE,TRUE,FALSE
SLC24A2,TRUE,TRUE,FALSE
ADCY8,TRUE,TRUE,FALSE
RASA2,TRUE,TRUE,FALSE
RMND1,TRUE,TRUE,FALSE
SLA,TRUE,TRUE,FALSE
VBP1,TRUE,TRUE,FALSE
RAB39B,TRUE,TRUE,FALSE
CLIC2,TRUE,TRUE,FALSE
AFF2,TRUE,TRUE,FALSE
MICU3,TRUE,TRUE,FALSE
GRIP1,TRUE,TRUE,FALSE
VPS37A,TRUE,TRUE,FALSE
KIF5A,TRUE,TRUE,FALSE
NAT2,TRUE,TRUE,FALSE
PSD3,TRUE,TRUE,FALSE
MCU,TRUE,TRUE,FALSE
GNA14,TRUE,TRUE,FALSE
FAM161B,TRUE,TRUE,FALSE
GNAQ,TRUE,TRUE,FALSE
WIF1,TRUE,TRUE,FALSE
GPR61,TRUE,TRUE,FALSE
MMP16,TRUE,TRUE,FALSE
ADK,TRUE,TRUE,FALSE
KCNMA1,TRUE,TRUE,FALSE
BATF,TRUE,TRUE,FALSE
DCK,TRUE,TRUE,FALSE
ADAMTS3,TRUE,TRUE,FALSE
ALX3,TRUE,TRUE,FALSE
DPY19L4,TRUE,TRUE,FALSE
NDUFAF6,TRUE,TRUE,FALSE
DRAM2,TRUE,TRUE,FALSE
ADAMTSL3,TRUE,TRUE,FALSE
ART3,TRUE,TRUE,FALSE
SLC28A1,TRUE,TRUE,FALSE
WHAMM,TRUE,TRUE,FALSE
CXCL13,TRUE,TRUE,FALSE
N6AMT1,TRUE,TRUE,FALSE
RWDD2B,TRUE,TRUE,FALSE
USP16,TRUE,TRUE,FALSE
CCT8,TRUE,TRUE,FALSE
MAP3K7CL,TRUE,TRUE,FALSE
BACH1,TRUE,TRUE,FALSE
TSPAN7,TRUE,TRUE,FALSE
TIAM1,TRUE,TRUE,FALSE
SCAF4,TRUE,TRUE,FALSE
RPGR,TRUE,TRUE,FALSE
CDK20,TRUE,TRUE,FALSE
PCGF6,TRUE,TRUE,FALSE
ANKRD9,TRUE,TRUE,FALSE
SFR1,TRUE,TRUE,FALSE
SORCS3,TRUE,TRUE,FALSE
SFXN2,TRUE,TRUE,FALSE
TDRD9,TRUE,TRUE,FALSE
FGF18,TRUE,TRUE,FALSE
PCDH1,TRUE,TRUE,FALSE
SH3RF2,TRUE,TRUE,FALSE
GDF6,TRUE,TRUE,FALSE
UQCRB,TRUE,TRUE,FALSE
PTDSS1,TRUE,TRUE,FALSE
PPP2R2B,TRUE,TRUE,FALSE
KCNS2,TRUE,TRUE,FALSE
FAM122C,TRUE,TRUE,FALSE
SUPV3L1,TRUE,TRUE,FALSE
FAM122B,TRUE,TRUE,FALSE
EEF1A1,TRUE,TRUE,FALSE
FBXO43,TRUE,TRUE,FALSE
HKDC1,TRUE,TRUE,FALSE
HK1,TRUE,TRUE,FALSE
TYSND1,TRUE,TRUE,FALSE
PHF6,TRUE,TRUE,FALSE
CD109,TRUE,TRUE,FALSE
LRFN2,TRUE,TRUE,FALSE
NODAL,TRUE,TRUE,FALSE
UBE2L6,TRUE,TRUE,FALSE
ZDHHC5,TRUE,TRUE,FALSE
MED19,TRUE,TRUE,FALSE
ZFAND3,TRUE,TRUE,FALSE
NPTN,TRUE,TRUE,FALSE
KAT6B,TRUE,TRUE,FALSE
SAMD8,TRUE,TRUE,FALSE
RAB11FIP1,TRUE,TRUE,FALSE
UNC5D,TRUE,TRUE,FALSE
GLYATL2,TRUE,TRUE,FALSE
UTP14A,TRUE,TRUE,FALSE
AIFM1,TRUE,TRUE,FALSE
MAPK13,TRUE,TRUE,FALSE
BAG4,TRUE,TRUE,FALSE
TBC1D31,TRUE,TRUE,FALSE
ATAD2,TRUE,TRUE,FALSE
FBXO32,TRUE,TRUE,FALSE
NSMCE2,TRUE,TRUE,FALSE
ZNF689,TRUE,TRUE,FALSE
PRR14,TRUE,TRUE,FALSE
FBRS,TRUE,TRUE,FALSE
FRRS1,TRUE,TRUE,FALSE
PHKG2,TRUE,TRUE,FALSE
SASS6,TRUE,TRUE,FALSE
COX6A2,TRUE,TRUE,FALSE
ITGAD,TRUE,TRUE,FALSE
ZIC3,TRUE,TRUE,FALSE
MALSU1,TRUE,TRUE,FALSE
VPS8,TRUE,TRUE,FALSE
GALK2,TRUE,TRUE,FALSE
LHFPL4,TRUE,TRUE,FALSE
B3GNT7,TRUE,TRUE,FALSE
MPV17L,TRUE,TRUE,FALSE
BUB1B,TRUE,TRUE,FALSE
PDE6D,TRUE,TRUE,FALSE
EIF4A2,TRUE,TRUE,FALSE
BRPF1,TRUE,TRUE,FALSE
RPUSD3,TRUE,TRUE,FALSE
SST,TRUE,TRUE,FALSE
TATDN2,TRUE,TRUE,FALSE
GHRL,TRUE,TRUE,FALSE
SEC13,TRUE,TRUE,FALSE
EXOG,TRUE,TRUE,FALSE
NTAN1,TRUE,TRUE,FALSE
NMNAT2,TRUE,TRUE,FALSE
ZFYVE9,TRUE,TRUE,FALSE
ATP2B2,TRUE,TRUE,FALSE
SLC6A1,TRUE,TRUE,FALSE
SMG1,TRUE,TRUE,FALSE
FCHO2,TRUE,TRUE,FALSE
RBPMS,TRUE,TRUE,FALSE
TMEM171,TRUE,TRUE,FALSE
TIMP4,TRUE,TRUE,FALSE
SYN2,TRUE,TRUE,FALSE
NRG1,TRUE,TRUE,FALSE
CPT2,TRUE,TRUE,FALSE
NECAP2,TRUE,TRUE,FALSE
LRP8,TRUE,TRUE,FALSE
PAXIP1,TRUE,TRUE,FALSE
STEAP2,TRUE,TRUE,FALSE
SSBP3,TRUE,TRUE,FALSE
HTR5A,TRUE,TRUE,FALSE
CLDN12,TRUE,TRUE,FALSE
MMP14,TRUE,TRUE,FALSE
FZD1,TRUE,TRUE,FALSE
GATAD1,TRUE,TRUE,FALSE
SUSD3,TRUE,TRUE,FALSE
TMED6,TRUE,TRUE,FALSE
CLEC18A,TRUE,TRUE,FALSE
DHRS4,TRUE,TRUE,FALSE
CLEC18C,TRUE,TRUE,FALSE
ARMC12,TRUE,TRUE,FALSE
DDX19B,TRUE,TRUE,FALSE
ST3GAL2,TRUE,TRUE,FALSE
IL34,TRUE,TRUE,FALSE
DHRS1,TRUE,TRUE,FALSE
CACNA1D,TRUE,TRUE,FALSE
KIT,TRUE,TRUE,FALSE
HYDIN,TRUE,TRUE,FALSE
AASDH,TRUE,TRUE,FALSE
ZNF19,TRUE,TRUE,FALSE
CACNA2D3,TRUE,TRUE,FALSE
RNF111,TRUE,TRUE,FALSE
CCNB2,TRUE,TRUE,FALSE
FAM81A,TRUE,TRUE,FALSE
MYO1E,TRUE,TRUE,FALSE
APPL1,TRUE,TRUE,FALSE
AFAP1L1,TRUE,TRUE,FALSE
TSC22D3,TRUE,TRUE,FALSE
DYRK1A,TRUE,TRUE,FALSE
KCNJ6,TRUE,TRUE,FALSE
KCNJ15,TRUE,TRUE,FALSE
ERG,TRUE,TRUE,FALSE
ETS2,TRUE,TRUE,FALSE
TSPAN18,TRUE,TRUE,FALSE
LCA5L,TRUE,TRUE,FALSE
SLC35B2,TRUE,TRUE,FALSE
TMEM164,TRUE,TRUE,FALSE
MX1,TRUE,TRUE,FALSE
CREB3L1,TRUE,TRUE,FALSE
C2CD2,TRUE,TRUE,FALSE
TAB3,TRUE,TRUE,FALSE
SLC38A10,TRUE,TRUE,FALSE
ZNF618,TRUE,TRUE,FALSE
DGKI,TRUE,TRUE,FALSE
SVOPL,TRUE,TRUE,FALSE
SNX22,TRUE,TRUE,FALSE
UBN2,TRUE,TRUE,FALSE
BRAF,TRUE,TRUE,FALSE
SLC34A2,TRUE,TRUE,FALSE
ACAN,TRUE,TRUE,FALSE
PSMG3,TRUE,TRUE,FALSE
CABP1,TRUE,TRUE,FALSE
WDR19,TRUE,TRUE,FALSE
SLC37A3,TRUE,TRUE,FALSE
AP3S2,TRUE,TRUE,FALSE
FMNL2,TRUE,TRUE,FALSE
SPPL3,TRUE,TRUE,FALSE
DPYSL5,TRUE,TRUE,FALSE
DRC1,TRUE,TRUE,FALSE
RAB28,TRUE,TRUE,FALSE
TNFRSF14,TRUE,TRUE,FALSE
PANK4,TRUE,TRUE,FALSE
MEGF11,TRUE,TRUE,FALSE
PEX10,TRUE,TRUE,FALSE
RER1,TRUE,TRUE,FALSE
RADIL,TRUE,TRUE,FALSE
SKI,TRUE,TRUE,FALSE
WIPI2,TRUE,TRUE,FALSE
LDLRAP1,TRUE,TRUE,FALSE
AGAP1,TRUE,TRUE,FALSE
KRTCAP3,TRUE,TRUE,FALSE
ANKRD61,TRUE,TRUE,FALSE
PAFAH2,TRUE,TRUE,FALSE
EXTL1,TRUE,TRUE,FALSE
SLC30A2,TRUE,TRUE,FALSE
TRIM63,TRUE,TRUE,FALSE
DUSP2,TRUE,TRUE,FALSE
GRHL3,TRUE,TRUE,FALSE
UBXN11,TRUE,TRUE,FALSE
NLRP14,TRUE,TRUE,FALSE
PTPDC1,TRUE,TRUE,FALSE
GALNT14,TRUE,TRUE,FALSE
NCK1,TRUE,TRUE,FALSE
HPD,TRUE,TRUE,FALSE
RHPN1,TRUE,TRUE,FALSE
TPRG1L,TRUE,TRUE,FALSE
LRRC43,TRUE,TRUE,FALSE
XKR8,TRUE,TRUE,FALSE
CNNM4,TRUE,TRUE,FALSE
EYA3,TRUE,TRUE,FALSE
DZIP1L,TRUE,TRUE,FALSE
TMSB15A,TRUE,TRUE,FALSE
FANCC,TRUE,TRUE,FALSE
MRAS,TRUE,TRUE,FALSE
WASF2,TRUE,TRUE,FALSE
ABHD3,TRUE,TRUE,FALSE
ESYT3,TRUE,TRUE,FALSE
FAIM,TRUE,TRUE,FALSE
CLSTN2,TRUE,TRUE,FALSE
COLEC12,TRUE,TRUE,FALSE
RNF207,TRUE,TRUE,FALSE
CUL4B,TRUE,TRUE,FALSE
GPR153,TRUE,TRUE,FALSE
SLC13A3,TRUE,TRUE,FALSE
GPRASP2,TRUE,TRUE,FALSE
RHBDL2,TRUE,TRUE,FALSE
AUTS2,TRUE,TRUE,FALSE
SHROOM4,TRUE,TRUE,FALSE
CDC25C,TRUE,TRUE,FALSE
MITD1,TRUE,TRUE,FALSE
EIF5B,TRUE,TRUE,FALSE
RIBC1,TRUE,TRUE,FALSE
TMSB15B,TRUE,TRUE,FALSE
CNOT11,TRUE,TRUE,FALSE
KCNB1,TRUE,TRUE,FALSE
TSPAN33,TRUE,TRUE,FALSE
NRG2,TRUE,TRUE,FALSE
AHCYL2,TRUE,TRUE,FALSE
B4GALT5,TRUE,TRUE,FALSE
CD1D,TRUE,TRUE,FALSE
SPATA2,TRUE,TRUE,FALSE
CD1C,TRUE,TRUE,FALSE
CD1E,TRUE,TRUE,FALSE
CPA2,TRUE,TRUE,FALSE
NCF1,TRUE,TRUE,FALSE
CPA5,TRUE,TRUE,FALSE
TSR2,TRUE,TRUE,FALSE
PPP1R9A,TRUE,TRUE,FALSE
ZC3H18,TRUE,TRUE,FALSE
ZFAND2B,TRUE,TRUE,FALSE
GDPD5,TRUE,TRUE,FALSE
DYNC1I1,TRUE,TRUE,FALSE
PFKFB1,TRUE,TRUE,FALSE
ALAS2,TRUE,TRUE,FALSE
TMED4,TRUE,TRUE,FALSE
PPP1R15B,TRUE,TRUE,FALSE
COPG2,TRUE,TRUE,FALSE
PKD1L1,TRUE,TRUE,FALSE
ZSCAN12,TRUE,TRUE,FALSE
TAGLN2,TRUE,TRUE,FALSE
ELK4,TRUE,TRUE,FALSE
SLAMF8,TRUE,TRUE,FALSE
SLC45A3,TRUE,TRUE,FALSE
DUSP23,TRUE,TRUE,FALSE
RNF166,TRUE,TRUE,FALSE
NBL1,TRUE,TRUE,FALSE
HTR6,TRUE,TRUE,FALSE
USF1,TRUE,TRUE,FALSE
SPATA2L,TRUE,TRUE,FALSE
NIT1,TRUE,TRUE,FALSE
DEDD,TRUE,TRUE,FALSE
ZNF276,TRUE,TRUE,FALSE
NPM2,TRUE,TRUE,FALSE
EDA,TRUE,TRUE,FALSE
FGF17,TRUE,TRUE,FALSE
VWA5B1,TRUE,TRUE,FALSE
CDA,TRUE,TRUE,FALSE
PINK1,TRUE,TRUE,FALSE
B4GALT3,TRUE,TRUE,FALSE
DMTN,TRUE,TRUE,FALSE
ADAMTS4,TRUE,TRUE,FALSE
FAM160B2,TRUE,TRUE,FALSE
NDUFS2,TRUE,TRUE,FALSE
SLC5A11,TRUE,TRUE,FALSE
FCER1G,TRUE,TRUE,FALSE
TOMM40L,TRUE,TRUE,FALSE
MPZ,TRUE,TRUE,FALSE
CCAR2,TRUE,TRUE,FALSE
WNT9B,TRUE,TRUE,FALSE
CACHD1,TRUE,TRUE,FALSE
CDC42SE2,TRUE,TRUE,FALSE
RAPGEF6,TRUE,TRUE,FALSE
EPB41,TRUE,TRUE,FALSE
MIS18A,TRUE,TRUE,FALSE
ALG8,TRUE,TRUE,FALSE
FBXW5,TRUE,TRUE,FALSE
SYNJ1,TRUE,TRUE,FALSE
PAXBP1,TRUE,TRUE,FALSE
IFNAR2,TRUE,TRUE,FALSE
IFNGR2,TRUE,TRUE,FALSE
GART,TRUE,TRUE,FALSE
SON,TRUE,TRUE,FALSE
DONSON,TRUE,TRUE,FALSE
SV2A,TRUE,TRUE,FALSE
STC1,TRUE,TRUE,FALSE
CSRP1,TRUE,TRUE,FALSE
HOXB13,TRUE,TRUE,FALSE
C1QC,TRUE,TRUE,FALSE
KCNE2,TRUE,TRUE,FALSE
RCAN1,TRUE,TRUE,FALSE
UBE2Z,TRUE,TRUE,FALSE
SNF8,TRUE,TRUE,FALSE
CLIC6,TRUE,TRUE,FALSE
CCDC24,TRUE,TRUE,FALSE
RUNX1,TRUE,TRUE,FALSE
CBR1,TRUE,TRUE,FALSE
CBR3,TRUE,TRUE,FALSE
TUBBP5,TRUE,TRUE,FALSE
GJD2,TRUE,TRUE,FALSE
ACTC1,TRUE,TRUE,FALSE
MORC3,TRUE,TRUE,FALSE
CHAF1B,TRUE,TRUE,FALSE
CLDN14,TRUE,TRUE,FALSE
SIM2,TRUE,TRUE,FALSE
HLCS,TRUE,TRUE,FALSE
SCUBE1,TRUE,TRUE,FALSE
ARHGAP27,TRUE,TRUE,FALSE
ADPGK,TRUE,TRUE,FALSE
PTMS,TRUE,TRUE,FALSE
PADI4,TRUE,TRUE,FALSE
ADIPOR1,TRUE,TRUE,FALSE
CYB5R1,TRUE,TRUE,FALSE
PSMD4,TRUE,TRUE,FALSE
ATP13A2,TRUE,TRUE,FALSE
M1AP,TRUE,TRUE,FALSE
PSMB4,TRUE,TRUE,FALSE
IRX6,TRUE,TRUE,FALSE
BTG2,TRUE,TRUE,FALSE
HK2,TRUE,TRUE,FALSE
C1R,TRUE,TRUE,FALSE
CELF3,TRUE,TRUE,FALSE
ALDH4A1,TRUE,TRUE,FALSE
STARD9,TRUE,TRUE,FALSE
THEM4,TRUE,TRUE,FALSE
TCHH,TRUE,TRUE,FALSE
UBR1,TRUE,TRUE,FALSE
AMFR,TRUE,TRUE,FALSE
MED8,TRUE,TRUE,FALSE
RGL4,TRUE,TRUE,FALSE
ISL2,TRUE,TRUE,FALSE
RSPRY1,TRUE,TRUE,FALSE
CCDC17,TRUE,TRUE,FALSE
GPBP1L1,TRUE,TRUE,FALSE
NAE1,TRUE,TRUE,FALSE
TMEM69,TRUE,TRUE,FALSE
UROC1,TRUE,TRUE,FALSE
EFCAB14,TRUE,TRUE,FALSE
SPON2,TRUE,TRUE,FALSE
CHCHD6,TRUE,TRUE,FALSE
CTBP1,TRUE,TRUE,FALSE
LRRC36,TRUE,TRUE,FALSE
ANKRD18CP,TRUE,TRUE,FALSE
TPPP3,TRUE,TRUE,FALSE
ZDHHC1,TRUE,TRUE,FALSE
ATP6V0D1,TRUE,TRUE,FALSE
AGRP,TRUE,TRUE,FALSE
ZFYVE28,TRUE,TRUE,FALSE
FAM131B,TRUE,TRUE,FALSE
RGS12,TRUE,TRUE,FALSE
PSKH1,TRUE,TRUE,FALSE
ZYX,TRUE,TRUE,FALSE
ABR,TRUE,TRUE,FALSE
LYPD5,TRUE,TRUE,FALSE
CCDC117,TRUE,TRUE,FALSE
ZNF230,TRUE,TRUE,FALSE
CCDC107,TRUE,TRUE,FALSE
ZNF222,TRUE,TRUE,FALSE
NPR2,TRUE,TRUE,FALSE
ZNF890P,TRUE,TRUE,FALSE
ZNF221,TRUE,TRUE,FALSE
ZNF233,TRUE,TRUE,FALSE
ZNF235,TRUE,TRUE,FALSE
GNE,TRUE,TRUE,FALSE
TNFRSF13C,TRUE,TRUE,FALSE
ARHGAP35,TRUE,TRUE,FALSE
PTGIR,TRUE,TRUE,FALSE
CALM3,TRUE,TRUE,FALSE
DFFA,TRUE,TRUE,FALSE
CCDC28B,TRUE,TRUE,FALSE
IQCC,TRUE,TRUE,FALSE
TMEM234,TRUE,TRUE,FALSE
BSDC1,TRUE,TRUE,FALSE
ZBTB8A,TRUE,TRUE,FALSE
ATAD3B,TRUE,TRUE,FALSE
SSU72,TRUE,TRUE,FALSE
UBE2J2,TRUE,TRUE,FALSE
ZNF362,TRUE,TRUE,FALSE
FNDC5,TRUE,TRUE,FALSE
CPAMD8,TRUE,TRUE,FALSE
NR2F6,TRUE,TRUE,FALSE
ANKLE1,TRUE,TRUE,FALSE
CCDC58,TRUE,TRUE,FALSE
VMA21,TRUE,TRUE,FALSE
KALRN,TRUE,TRUE,FALSE
CILP2,TRUE,TRUE,FALSE
FAM86C2P,TRUE,TRUE,FALSE
ABCG1,TRUE,TRUE,FALSE
TFF3,TRUE,TRUE,FALSE
TMPRSS3,TRUE,TRUE,FALSE
UBASH3A,TRUE,TRUE,FALSE
RSPH1,TRUE,TRUE,FALSE
SLC37A1,TRUE,TRUE,FALSE
PDE9A,TRUE,TRUE,FALSE
WDR4,TRUE,TRUE,FALSE
NDUFV3,TRUE,TRUE,FALSE
PKNOX1,TRUE,TRUE,FALSE
CBS,TRUE,TRUE,FALSE
U2AF1,TRUE,TRUE,FALSE
HSF2BP,TRUE,TRUE,FALSE
RRP1B,TRUE,TRUE,FALSE
PDXK,TRUE,TRUE,FALSE
G6PD,TRUE,TRUE,FALSE
CSTB,TRUE,TRUE,FALSE
RRP1,TRUE,TRUE,FALSE
AGPAT3,TRUE,TRUE,FALSE
TRAPPC10,TRUE,TRUE,FALSE
GAB3,TRUE,TRUE,FALSE
ICOSLG,TRUE,TRUE,FALSE
AIRE,TRUE,TRUE,FALSE
ZNF66,TRUE,TRUE,FALSE
LRRC3,TRUE,TRUE,FALSE
ITGB2,TRUE,TRUE,FALSE
FAM207A,TRUE,TRUE,FALSE
RALGDS,TRUE,TRUE,FALSE
FTCD,TRUE,TRUE,FALSE
SPATC1L,TRUE,TRUE,FALSE
LSS,TRUE,TRUE,FALSE
VAV2,TRUE,TRUE,FALSE
MCM3AP,TRUE,TRUE,FALSE
PCNT,TRUE,TRUE,FALSE
DIP2A,TRUE,TRUE,FALSE
S100B,TRUE,TRUE,FALSE
PRMT2,TRUE,TRUE,FALSE
CLDND2,TRUE,TRUE,FALSE
ZNF208,TRUE,TRUE,FALSE
ADAMTS13,TRUE,TRUE,FALSE
CACFD1,TRUE,TRUE,FALSE
SLC2A6,TRUE,TRUE,FALSE
ZNF761,TRUE,TRUE,FALSE
LCN1,TRUE,TRUE,FALSE
ZNF714,TRUE,TRUE,FALSE
GPSM1,TRUE,TRUE,FALSE
HIPK4,TRUE,TRUE,FALSE
TOR2A,TRUE,TRUE,FALSE
ST6GALNAC6,TRUE,TRUE,FALSE
SHKBP1,TRUE,TRUE,FALSE
RDH13,TRUE,TRUE,FALSE
ZER1,TRUE,TRUE,FALSE
ZDHHC12,TRUE,TRUE,FALSE
PKN3,TRUE,TRUE,FALSE
SPTBN4,TRUE,TRUE,FALSE
BRSK1,TRUE,TRUE,FALSE
COX6B2,TRUE,TRUE,FALSE
NLRP4,TRUE,TRUE,FALSE
TAOK1,TRUE,TRUE,FALSE
MED27,TRUE,TRUE,FALSE
DEDD2,TRUE,TRUE,FALSE
SIK3,TRUE,TRUE,FALSE
MPZL3,TRUE,TRUE,FALSE
NEK8,TRUE,TRUE,FALSE
TLCD1,TRUE,TRUE,FALSE
PCSK7,TRUE,TRUE,FALSE
SAFB,TRUE,TRUE,FALSE
CD3G,TRUE,TRUE,FALSE
S100A1,TRUE,TRUE,FALSE
CHTOP,TRUE,TRUE,FALSE
ZBTB7B,TRUE,TRUE,FALSE
FLAD1,TRUE,TRUE,FALSE
SHC1,TRUE,TRUE,FALSE
VPS11,TRUE,TRUE,FALSE
NLRX1,TRUE,TRUE,FALSE
ADAR,TRUE,TRUE,FALSE
IL6R,TRUE,TRUE,FALSE
UBE2Q1,TRUE,TRUE,FALSE
CHRNB2,TRUE,TRUE,FALSE
CRTC2,TRUE,TRUE,FALSE
ANO10,TRUE,TRUE,FALSE
FDPS,TRUE,TRUE,FALSE
RUSC1,TRUE,TRUE,FALSE
GBAP1,TRUE,TRUE,FALSE
FAM189B,TRUE,TRUE,FALSE
PAQR6,TRUE,TRUE,FALSE
PMF1,TRUE,TRUE,FALSE
SLC25A44,TRUE,TRUE,FALSE
LMNA,TRUE,TRUE,FALSE
CCR5,TRUE,TRUE,FALSE
NBEAL2,TRUE,TRUE,FALSE
CCDC12,TRUE,TRUE,FALSE
PTH1R,TRUE,TRUE,FALSE
UBQLN4,TRUE,TRUE,FALSE
MYL3,TRUE,TRUE,FALSE
PPP1R35,TRUE,TRUE,FALSE
GPATCH4,TRUE,TRUE,FALSE
LRRC71,TRUE,TRUE,FALSE
AZGP1,TRUE,TRUE,FALSE
FGFR4,TRUE,TRUE,FALSE
CYP3A4,TRUE,TRUE,FALSE
NACC1,TRUE,TRUE,FALSE
HK3,TRUE,TRUE,FALSE
IER2,TRUE,TRUE,FALSE
ZNF394,TRUE,TRUE,FALSE
CPSF4,TRUE,TRUE,FALSE
LY6E,TRUE,TRUE,FALSE
VPS28,TRUE,TRUE,FALSE
TONSL,TRUE,TRUE,FALSE
PTGER1,TRUE,TRUE,FALSE
RECQL4,TRUE,TRUE,FALSE
LRRC14,TRUE,TRUE,FALSE
ZNF333,TRUE,TRUE,FALSE
COL26A1,TRUE,TRUE,FALSE
PPP1R16A,TRUE,TRUE,FALSE
FOXH1,TRUE,TRUE,FALSE
ORAI2,TRUE,TRUE,FALSE
ALKBH4,TRUE,TRUE,FALSE
SH2B2,TRUE,TRUE,FALSE
SQSTM1,TRUE,TRUE,FALSE
MGAT4B,TRUE,TRUE,FALSE
MAML1,TRUE,TRUE,FALSE
LRWD1,TRUE,TRUE,FALSE
FBXL13,TRUE,TRUE,FALSE
NAPEPLD,TRUE,TRUE,FALSE
SCGB3A1,TRUE,TRUE,FALSE
PSMC2,TRUE,TRUE,FALSE
CELF5,TRUE,TRUE,FALSE
MFSD12,TRUE,TRUE,FALSE
USP41,TRUE,TRUE,FALSE
TUBA3FP,TRUE,TRUE,FALSE
YDJC,TRUE,TRUE,FALSE
CCDC116,TRUE,TRUE,FALSE
DVL3,TRUE,TRUE,FALSE
AP2M1,TRUE,TRUE,FALSE
ABCF3,TRUE,TRUE,FALSE
PCYT1A,TRUE,TRUE,FALSE
FBXO27,TRUE,TRUE,FALSE
DMKN,TRUE,TRUE,FALSE
U2AF1L4,TRUE,TRUE,FALSE
BDH1,TRUE,TRUE,FALSE
THAP8,TRUE,TRUE,FALSE
COX7A1,TRUE,TRUE,FALSE
ZNF382,TRUE,TRUE,FALSE
LRRC56,TRUE,TRUE,FALSE
PLXDC1,TRUE,TRUE,FALSE
PGAP3,TRUE,TRUE,FALSE
IKZF3,TRUE,TRUE,FALSE
GRIN2C,TRUE,TRUE,FALSE
FDXR,TRUE,TRUE,FALSE
SAP30BP,TRUE,TRUE,FALSE
ACOX1,TRUE,TRUE,FALSE
PRPSAP1,TRUE,TRUE,FALSE
CYGB,TRUE,TRUE,FALSE
SRSF2,TRUE,TRUE,FALSE
ZNF577,TRUE,TRUE,FALSE
TMEM143,TRUE,TRUE,FALSE
KLHL10,TRUE,TRUE,FALSE
HCRT,TRUE,TRUE,FALSE
ALDH16A1,TRUE,TRUE,FALSE
ITGA5,TRUE,TRUE,FALSE
SIGLEC11,TRUE,TRUE,FALSE
ZNF385A,TRUE,TRUE,FALSE
SIGLEC16,TRUE,TRUE,FALSE
MPP3,TRUE,TRUE,FALSE
CD300LG,TRUE,TRUE,FALSE
NAGS,TRUE,TRUE,FALSE
LSM12,TRUE,TRUE,FALSE
ASB16,TRUE,TRUE,FALSE
EMC10,TRUE,TRUE,FALSE
JOSD2,TRUE,TRUE,FALSE
SHANK1,TRUE,TRUE,FALSE
FAM171A2,TRUE,TRUE,FALSE
DBF4B,TRUE,TRUE,FALSE
PLCD3,TRUE,TRUE,FALSE
FMNL3,TRUE,TRUE,FALSE
AQP5,TRUE,TRUE,FALSE
RACGAP1,TRUE,TRUE,FALSE
LARP4,TRUE,TRUE,FALSE
RAVER1,TRUE,TRUE,FALSE
